CustomerID,Recency,Frequency,Monetary,Weekend_Ratio,Night_Shopper,Basket_Diversity,Return_Rate,ClusterID
12387,415.0,1.0,143.94,0.0,0.0,9.0,0.0,1
12388,16.0,8.0,3901.11,0.125,0.0,83.0,0.0,1
12389,403.0,3.0,1433.33,0.0,0.0,41.0,0.0,1
12390,80.0,1.0,549.84,0.0,0.0,32.0,0.0,1
12391,22.0,6.0,2773.42,0.0,0.0,241.0,0.1428571428571428,3
12392,591.0,1.0,234.75000000000003,0.0,0.0,7.0,0.0,1
12393,72.0,6.0,2399.45,0.0,0.0,63.0,0.1428571428571428,1
12394,64.0,2.0,1272.48,0.0,0.0,26.0,0.0,1
12395,19.0,15.0,5067.27,0.0666666666666666,0.0,145.0,0.1666666666666666,3
12396,674.0,1.0,931.43,0.0,0.0,65.0,0.0,1
12397,36.0,2.0,2409.8999999999996,0.0,0.0,110.0,0.0,1
12398,46.0,1.0,1635.66,0.0,0.0,85.0,0.0,1
12399,119.0,7.0,1962.3,0.0,0.0,67.0,0.0,1
12400,414.0,1.0,205.25,0.0,0.0,11.0,0.0,1
12401,303.0,1.0,84.3,0.0,0.0,5.0,0.0,1
12402,323.0,6.0,1256.9,0.3333333333333333,0.0,43.0,0.1428571428571428,1
12403,50.0,2.0,1019.36,0.0,0.0,5.0,0.3333333333333333,5
12404,682.0,1.0,63.24,0.0,0.0,1.0,0.0,1
12405,149.0,1.0,1710.39,0.0,0.0,54.0,0.0,1
12406,22.0,5.0,6390.360000000001,0.0,0.0,114.0,0.2857142857142857,5
12407,50.0,5.0,1708.12,0.2,0.0,57.0,0.0,1
12408,33.0,8.0,4340.7699999999995,0.0,0.0,104.0,0.4285714285714285,5
12409,79.0,7.0,23419.29,0.1428571428571428,0.0,177.0,0.4615384615384615,5
12410,309.0,3.0,1013.71,0.3333333333333333,0.0,36.0,0.25,5
12411,410.0,1.0,346.9,0.0,0.0,22.0,0.0,1
12412,75.0,6.0,2596.93,0.0,0.0,82.0,0.25,5
12413,67.0,4.0,999.45,0.25,0.0,41.0,0.3333333333333333,5
12414,217.0,6.0,952.41,0.0,0.0,21.0,0.25,5
12415,24.0,28.0,144458.37,0.0,0.0,498.0,0.1515151515151515,3
12416,657.0,1.0,202.56,1.0,0.0,11.0,0.0,4
12417,3.0,20.0,6816.91,0.1,0.0,270.0,0.2592592592592592,3
12418,113.0,4.0,2021.2,0.0,0.0,90.0,0.2,5
12419,386.0,2.0,503.01,0.0,0.0,23.0,0.0,1
12420,64.0,1.0,600.39,0.0,0.0,29.0,0.0,1
12421,16.0,6.0,1098.6,0.1666666666666666,0.0,44.0,0.25,5
12422,96.0,17.0,5231.8,0.1176470588235294,0.0,137.0,0.1904761904761904,3
12423,1.0,10.0,2622.39,0.0,0.0,128.0,0.0909090909090909,3
12424,163.0,4.0,3340.03,0.0,0.0,78.0,0.4285714285714285,5
12425,78.0,2.0,1741.41,0.0,0.0,87.0,0.3333333333333333,5
12426,195.0,2.0,1345.21,0.5,0.0,73.0,0.3333333333333333,5
12427,22.0,3.0,1129.3,0.0,0.0,26.0,0.4,5
12428,26.0,9.0,7956.46,0.1111111111111111,0.0,258.0,0.25,3
12429,9.0,8.0,7485.91,0.0,0.0,124.0,0.1111111111111111,3
12430,43.0,1.0,256.4,0.0,0.0,11.0,0.0,1
12431,36.0,27.0,10857.97,0.074074074074074,0.0,244.0,0.1818181818181818,3
12432,43.0,5.0,5059.32,0.0,0.0,107.0,0.0,1
12433,1.0,10.0,20581.26,0.0,0.0,285.0,0.0909090909090909,3
12434,85.0,3.0,1103.43,0.0,0.0,62.0,0.4,5
12435,80.0,6.0,13925.93,0.0,0.0,88.0,0.0,1
12436,100.0,1.0,509.01,0.0,0.0,16.0,0.0,1
12437,2.0,39.0,12683.4,0.0512820512820512,0.0,273.0,0.1702127659574468,3
12438,14.0,2.0,2906.85,0.0,0.0,84.0,0.0,1
12439,683.0,2.0,1158.18,0.0,0.0,69.0,0.3333333333333333,5
12440,462.0,2.0,859.2,0.0,0.0,21.0,0.3333333333333333,5
12441,367.0,1.0,347.1,0.0,0.0,11.0,0.0,1
12442,3.0,1.0,172.06,0.0,0.0,12.0,0.0,1
12443,732.0,1.0,485.31,0.0,0.0,21.0,0.0,1
12444,21.0,5.0,5005.46,0.0,0.0,138.0,0.0,1
12445,22.0,2.0,434.98,0.0,0.0,24.0,0.3333333333333333,5
12446,58.0,1.0,1002.31,0.0,0.0,57.0,0.0,1
12447,243.0,1.0,476.49,1.0,0.0,26.0,0.0,4
12448,44.0,1.0,449.45,0.0,0.0,22.0,0.0,1
12449,22.0,6.0,4835.89,0.1666666666666666,0.0,125.0,0.0,1
12450,156.0,5.0,688.2,0.4,0.0,31.0,0.2857142857142857,5
12451,11.0,8.0,12669.88,0.0,0.0,352.0,0.2,3
12452,17.0,2.0,430.57,0.0,0.0,21.0,0.3333333333333333,5
12453,134.0,1.0,707.09,0.0,0.0,43.0,0.0,1
12454,56.0,5.0,16679.78,0.0,0.0,24.0,0.4444444444444444,5
12455,73.0,10.0,5879.95,0.0,0.0,199.0,0.0,3
12456,44.0,3.0,3181.04,0.3333333333333333,0.0,105.0,0.25,5
12457,66.0,8.0,2995.91,0.0,0.0,63.0,0.4285714285714285,5
12458,71.0,4.0,1777.49,0.0,0.0,71.0,0.0,1
12459,605.0,1.0,454.36,0.0,0.0,23.0,0.0,1
12460,456.0,1.0,326.65,0.0,0.0,18.0,0.0,1
12461,94.0,2.0,826.88,0.0,0.0,35.0,0.0,1
12462,19.0,2.0,1189.59,0.0,0.0,51.0,0.5,5
12463,53.0,4.0,1344.78,0.0,0.0,65.0,0.4285714285714285,5
12464,10.0,8.0,1212.05,0.0,0.0,6.0,0.0,1
12465,17.0,2.0,742.19,0.0,0.0,46.0,0.3333333333333333,5
12466,682.0,1.0,56.73,0.0,0.0,1.0,0.0,1
12467,423.0,1.0,132.8,0.0,0.0,9.0,0.5,5
12468,188.0,5.0,3670.74,0.2,0.0,127.0,0.5,5
12469,523.0,2.0,3070.54,0.0,0.0,76.0,0.0,1
12470,690.0,1.0,211.95,0.0,0.0,23.0,0.0,1
12471,2.0,79.0,39963.79,0.0379746835443038,0.0,255.0,0.3875968992248062,3
12472,32.0,19.0,17880.59,0.1052631578947368,0.0,397.0,0.4864864864864865,3
12473,29.0,5.0,3938.55,0.0,0.0,140.0,0.4444444444444444,5
12474,17.0,31.0,12424.45,0.0967741935483871,0.0,369.0,0.4259259259259259,3
12475,54.0,2.0,1149.64,0.0,0.0,54.0,0.0,1
12476,16.0,23.0,14115.41,0.0434782608695652,0.0,358.0,0.3947368421052631,3
12477,23.0,9.0,20276.37,0.0,0.0,295.0,0.25,3
12478,4.0,1.0,680.99,0.0,0.0,36.0,0.0,1
12479,11.0,1.0,527.2,0.0,0.0,31.0,0.6666666666666666,5
12480,28.0,7.0,5464.85,0.0,0.0,177.0,0.125,3
12481,23.0,15.0,12361.39,0.1333333333333333,0.0,248.0,0.1666666666666666,3
12482,576.0,29.0,23691.4,0.1724137931034483,0.0,42.0,0.09375,1
12483,17.0,19.0,5120.58,0.1052631578947368,0.0,68.0,0.2962962962962963,5
12484,33.0,12.0,6370.150000000001,0.1666666666666666,0.0,329.0,0.25,3
12485,529.0,1.0,708.1,0.0,0.0,34.0,0.0,1
12486,432.0,1.0,1037.28,0.0,0.0,49.0,0.0,1
12487,731.0,1.0,285.29999999999995,0.0,0.0,2.0,0.5,5
12488,10.0,3.0,1298.66,0.3333333333333333,0.0,46.0,0.0,1
12489,336.0,1.0,334.93,0.0,0.0,15.0,0.0,1
12490,5.0,21.0,9823.64,0.1904761904761904,0.0,195.0,0.0454545454545454,3
12491,39.0,1.0,460.4,0.0,0.0,25.0,0.0,1
12492,63.0,3.0,715.21,0.0,0.0,38.0,0.0,1
12493,166.0,2.0,433.74,0.0,0.0,20.0,0.3333333333333333,5
12494,16.0,9.0,1872.87,0.2222222222222222,0.0,83.0,0.4705882352941176,5
12495,641.0,1.0,357.4,0.0,0.0,17.0,0.5,5
12496,620.0,2.0,54.09,0.0,0.0,10.0,0.0,1
12497,82.0,3.0,6248.5,0.0,0.0,41.0,0.25,5
12498,21.0,3.0,403.7,0.0,0.0,21.0,0.0,1
12499,560.0,1.0,393.72,0.0,0.0,27.0,0.0,1
12500,23.0,19.0,5955.21,0.0526315789473684,0.0,88.0,0.24,3
12501,337.0,1.0,2169.39,0.0,0.0,149.0,0.5,5
12502,96.0,5.0,3723.87,0.0,0.0,102.0,0.0,1
12503,584.0,1.0,1126.0,0.0,0.0,2.0,0.5,5
12504,18.0,4.0,779.05,0.0,0.0,11.0,0.3333333333333333,5
12505,409.0,1.0,955.2,0.0,0.0,42.0,0.6666666666666666,5
12506,233.0,1.0,73.5,0.0,0.0,23.0,0.0,1
12507,134.0,4.0,1844.06,0.0,0.0,46.0,0.2,1
12508,26.0,2.0,398.27,0.5,0.0,57.0,0.0,4
12509,284.0,1.0,176.5,0.0,0.0,7.0,0.0,1
12510,143.0,9.0,5178.02,0.0,0.0,94.0,0.4375,5
12511,429.0,1.0,3084.02,0.0,0.0,190.0,0.5,5
12512,66.0,2.0,138.03,0.0,0.0,31.0,0.0,1
12513,113.0,1.0,612.29,0.0,0.0,35.0,0.5,5
12514,267.0,2.0,1597.76,0.0,0.0,76.0,0.0,1
12515,353.0,1.0,383.7,0.0,0.0,16.0,0.0,1
12516,78.0,4.0,2648.62,0.25,0.0,49.0,0.0,1
12517,28.0,5.0,2502.84,0.0,0.0,232.0,0.1666666666666666,3
12518,1.0,5.0,2056.89,0.2,0.0,84.0,0.0,1
12519,64.0,2.0,726.54,0.0,0.0,34.0,0.3333333333333333,5
12520,79.0,5.0,2634.26,0.0,0.0,121.0,0.1666666666666666,1
12521,143.0,1.0,599.68,0.0,0.0,38.0,0.0,1
12522,39.0,2.0,192.72,0.0,0.0,11.0,0.0,1
12523,19.0,23.0,4372.15,0.1304347826086956,0.0,176.0,0.2333333333333333,3
12524,9.0,17.0,11126.11,0.0588235294117647,0.0,157.0,0.0555555555555555,3
12525,498.0,3.0,973.73,0.0,0.0,56.0,0.625,5
12526,1.0,3.0,1316.66,0.0,0.0,64.0,0.0,1
12527,82.0,5.0,735.51,0.0,0.0,26.0,0.0,1
12528,9.0,6.0,1933.48,0.0,0.0,50.0,0.25,5
12529,528.0,1.0,316.48,0.0,0.0,21.0,0.5,5
12530,60.0,9.0,3759.26,0.1111111111111111,0.0,94.0,0.25,5
12531,15.0,2.0,1933.2,0.0,0.0,126.0,0.3333333333333333,5
12532,30.0,1.0,349.83000000000004,0.0,0.0,16.0,0.0,1
12533,628.0,2.0,1367.89,0.0,0.0,63.0,0.6666666666666666,5
12534,131.0,1.0,1089.18,0.0,0.0,63.0,0.0,1
12535,92.0,2.0,716.3499999999999,0.0,0.0,28.0,0.0,1
12536,43.0,3.0,12601.830000000002,0.0,0.0,260.0,0.4,3
12537,409.0,1.0,732.94,0.0,0.0,43.0,0.0,1
12538,29.0,2.0,640.45,0.0,0.0,33.0,0.0,1
12539,22.0,7.0,11214.75,0.0,0.0,276.0,0.125,3
12540,20.0,33.0,22254.49,0.0606060606060606,0.0,354.0,0.0833333333333333,3
12541,30.0,3.0,981.18,0.3333333333333333,0.0,46.0,0.0,1
12542,484.0,2.0,481.88,0.0,0.0,39.0,0.5,5
12543,448.0,1.0,980.25,0.0,0.0,43.0,0.0,1
12544,36.0,1.0,372.7,0.0,0.0,19.0,0.5,5
12545,75.0,2.0,1000.39,0.5,0.0,42.0,0.0,4
12546,47.0,2.0,1161.5,0.0,0.0,59.0,0.3333333333333333,5
12547,198.0,3.0,383.58,0.0,0.0,13.0,0.0,1
12548,166.0,1.0,95.2,1.0,0.0,5.0,0.0,4
12549,576.0,6.0,1575.68,0.0,0.0,38.0,0.0,1
12550,79.0,1.0,964.83,0.0,0.0,57.0,0.0,1
12551,358.0,1.0,168.0,0.0,0.0,10.0,0.0,1
12552,39.0,2.0,437.82,0.0,0.0,20.0,0.0,1
12553,8.0,12.0,4608.75,0.0833333333333333,0.0,109.0,0.2941176470588235,5
12554,449.0,1.0,468.5,0.0,0.0,26.0,0.0,1
12555,682.0,1.0,129.23,0.0,0.0,1.0,0.0,1
12556,50.0,2.0,603.71,0.0,0.0,100.0,0.0,1
12557,16.0,8.0,18716.14,0.125,0.0,15.0,0.0,1
12558,8.0,1.0,269.96,0.0,0.0,11.0,0.5,5
12559,311.0,2.0,561.71,0.0,0.0,21.0,0.3333333333333333,5
12560,5.0,3.0,2134.01,0.3333333333333333,0.0,91.0,0.25,5
12561,303.0,1.0,238.85,0.0,0.0,16.0,0.0,1
12562,8.0,9.0,4966.92,0.0,0.0,113.0,0.0,1
12563,409.0,1.0,249.24,0.0,0.0,13.0,0.0,1
12564,261.0,1.0,456.9,0.0,0.0,21.0,0.0,1
12565,289.0,1.0,145.92,0.0,0.0,9.0,0.5,5
12566,86.0,1.0,351.65,0.0,0.0,19.0,0.5,5
12567,23.0,15.0,13709.86,0.2,0.0,365.0,0.1176470588235294,3
12568,645.0,1.0,70.0,0.0,0.0,5.0,0.0,1
12569,2.0,32.0,4124.6900000000005,0.0625,0.0,92.0,0.0857142857142857,3
12570,682.0,1.0,77.52,0.0,0.0,1.0,0.0,1
12571,40.0,2.0,519.61,0.0,0.0,31.0,0.0,1
12572,9.0,2.0,1020.42,0.0,0.0,53.0,0.3333333333333333,5
12573,227.0,5.0,717.4100000000001,0.2,0.0,107.0,0.0,1
12574,316.0,1.0,218.45,0.0,0.0,11.0,0.0,1
12575,457.0,2.0,622.8199999999999,0.0,0.0,34.0,0.0,1
12576,36.0,8.0,2142.72,0.0,0.0,114.0,0.2727272727272727,5
12577,35.0,8.0,1653.75,0.0,0.0,259.0,0.1111111111111111,3
12578,21.0,4.0,4642.45,0.0,0.0,149.0,0.4285714285714285,5
12579,78.0,1.0,440.42,0.0,0.0,29.0,0.6666666666666666,5
12580,247.0,2.0,1052.9,0.0,0.0,52.0,0.0,1
12581,40.0,1.0,197.71,0.0,0.0,15.0,0.0,1
12582,239.0,4.0,1980.4,0.0,0.0,88.0,0.0,1
12583,3.0,27.0,14447.44,0.1481481481481481,0.0,141.0,0.1290322580645161,3
12584,4.0,9.0,2338.15,0.1111111111111111,0.0,44.0,0.5,5
12585,234.0,2.0,2040.1,0.0,0.0,77.0,0.5,5
12586,17.0,4.0,2062.67,0.0,0.0,82.0,0.2,5
12587,8.0,1.0,144.0,0.0,0.0,4.0,0.0,1
12588,39.0,4.0,958.78,0.0,0.0,31.0,0.2,5
12589,29.0,8.0,4695.66,0.0,0.0,121.0,0.2727272727272727,5
12590,211.0,2.0,9864.26,0.0,0.0,68.0,0.6,5
12591,317.0,3.0,1352.15,0.3333333333333333,0.0,63.0,0.0,1
12592,92.0,5.0,2582.66,0.0,0.0,42.0,0.375,5
12593,109.0,3.0,418.1,0.0,0.0,14.0,0.0,1
12594,38.0,15.0,5090.110000000001,0.0,0.0,78.0,0.1176470588235294,1
12595,505.0,1.0,299.02,0.0,0.0,19.0,0.0,1
12596,51.0,2.0,618.27,0.0,0.0,25.0,0.0,1
12597,19.0,4.0,3811.22,0.5,0.0,184.0,0.2,3
12598,10.0,11.0,4534.09,0.0909090909090909,0.0,130.0,0.2666666666666666,3
12599,29.0,13.0,2296.7200000000003,0.2307692307692307,0.0,47.0,0.0,1
12600,29.0,21.0,5043.92,0.1904761904761904,0.0,53.0,0.1923076923076923,3
12601,190.0,6.0,681.26,0.1666666666666666,0.0,24.0,0.1428571428571428,1
12602,59.0,1.0,153.12,0.0,0.0,12.0,0.0,1
12603,22.0,1.0,739.1999999999999,0.0,0.0,2.0,0.0,1
12604,79.0,2.0,254.18,0.0,0.0,15.0,0.0,1
12605,376.0,4.0,1232.95,0.25,0.0,63.0,0.2,1
12606,682.0,1.0,21.0,0.0,0.0,1.0,0.0,1
12607,60.0,1.0,1579.51,0.0,0.0,101.0,0.5,5
12608,405.0,1.0,415.79,1.0,0.0,16.0,0.0,4
12609,78.0,9.0,3435.86,0.1111111111111111,0.0,129.0,0.1,1
12610,23.0,5.0,2099.54,0.0,0.0,85.0,0.2857142857142857,5
12611,52.0,1.0,1193.32,0.0,0.0,65.0,0.0,1
12612,74.0,1.0,704.0400000000001,0.0,0.0,19.0,0.5,5
12613,57.0,10.0,6835.07,0.0,0.0,218.0,0.2307692307692307,3
12614,278.0,1.0,315.6,0.0,0.0,20.0,0.0,1
12615,2.0,8.0,5740.9800000000005,0.0,0.0,198.0,0.2727272727272727,3
12616,95.0,3.0,1131.1,0.0,0.0,32.0,0.5714285714285714,5
12617,29.0,1.0,355.53,0.0,0.0,39.0,0.0,1
12618,22.0,1.0,177.31,0.0,0.0,11.0,0.0,1
12619,16.0,10.0,3781.38,0.1,0.0,55.0,0.2857142857142857,5
12620,15.0,3.0,1339.41,0.0,0.0,89.0,0.0,1
12621,2.0,35.0,24775.81,0.0857142857142857,0.0,344.0,0.2045454545454545,3
12622,232.0,1.0,180.1,0.0,0.0,11.0,0.0,1
12623,276.0,7.0,3747.84,0.1428571428571428,0.0,112.0,0.2222222222222222,5
12624,106.0,2.0,641.13,0.0,0.0,36.0,0.0,1
12625,212.0,4.0,5164.88,0.25,0.0,144.0,0.2,5
12626,23.0,9.0,6620.48,0.0,0.0,232.0,0.3076923076923077,3
12627,11.0,7.0,4478.53,0.1428571428571428,0.0,162.0,0.0,3
12628,4.0,3.0,786.46,0.3333333333333333,0.0,34.0,0.25,5
12629,386.0,2.0,1558.22,0.0,0.0,40.0,0.0,1
12630,10.0,2.0,1270.88,0.0,0.0,60.0,0.0,1
12631,57.0,6.0,3481.5699999999997,0.1666666666666666,0.0,131.0,0.1428571428571428,1
12632,521.0,2.0,804.88,0.0,0.0,32.0,0.5,5
12633,59.0,7.0,5678.16,0.0,0.0,220.0,0.3,3
12634,536.0,2.0,490.0,0.0,0.0,20.0,0.0,1
12635,90.0,4.0,2930.41,0.25,0.0,159.0,0.0,1
12636,739.0,1.0,141.0,0.0,0.0,1.0,0.0,1
12637,67.0,12.0,8340.31,0.0,0.0,295.0,0.1428571428571428,3
12638,33.0,2.0,921.49,0.5,0.0,47.0,0.0,4
12639,239.0,3.0,1312.37,0.0,0.0,58.0,0.0,1
12640,24.0,3.0,1174.5800000000002,0.0,0.0,47.0,0.0,1
12641,115.0,1.0,185.9,0.0,0.0,10.0,0.0,1
12642,25.0,3.0,1013.26,0.0,0.0,39.0,0.0,1
12643,128.0,12.0,8350.42,0.0,0.0,14.0,0.1428571428571428,1
12644,130.0,4.0,1918.49,0.25,0.0,106.0,0.3333333333333333,5
12645,34.0,8.0,3539.3,0.125,0.0,111.0,0.2,5
12646,5.0,2.0,1346.9699999999998,0.0,0.0,43.0,0.0,1
12647,22.0,36.0,17924.35,0.1111111111111111,0.0,240.0,0.2,3
12648,155.0,4.0,1112.0,0.0,0.0,38.0,0.2,1
12649,107.0,8.0,2294.65,0.0,0.0,94.0,0.2,5
12650,3.0,1.0,314.44,0.0,0.0,20.0,0.0,1
12651,335.0,4.0,377.75,0.25,0.0,30.0,0.2,1
12652,331.0,2.0,1017.03,0.0,0.0,51.0,0.3333333333333333,5
12653,149.0,3.0,4160.83,0.0,0.0,76.0,0.0,1
12654,11.0,5.0,601.98,0.0,0.0,31.0,0.0,1
12655,424.0,1.0,261.35,0.0,0.0,16.0,0.0,1
12656,17.0,8.0,6407.83,0.125,0.0,174.0,0.3333333333333333,3
12657,11.0,4.0,1643.18,0.0,0.0,35.0,0.2,5
12658,19.0,1.0,686.05,0.0,0.0,36.0,0.0,1
12659,30.0,1.0,91.68,0.0,0.0,5.0,0.0,1
12660,11.0,1.0,245.1,0.0,0.0,13.0,0.0,1
12661,436.0,1.0,162.0,0.0,0.0,11.0,0.0,1
12662,1.0,20.0,6988.02,0.1,0.0,163.0,0.0909090909090909,3
12663,625.0,2.0,239.4,0.0,0.0,9.0,0.3333333333333333,5
12664,8.0,11.0,6070.04,0.0909090909090909,0.0,10.0,0.0833333333333333,1
12665,325.0,3.0,313.6,0.0,0.0,13.0,0.4,5
12666,394.0,1.0,1248.42,0.0,0.0,31.0,0.5,5
12667,58.0,1.0,620.13,0.0,0.0,33.0,0.0,1
12668,12.0,10.0,11444.68,0.3,0.0,263.0,0.1666666666666666,3
12669,151.0,3.0,2744.0299999999997,0.0,0.0,98.0,0.25,5
12670,10.0,7.0,3760.29,0.0,0.0,71.0,0.125,1
12671,606.0,1.0,2622.481,0.0,0.0,45.0,0.0,1
12672,330.0,2.0,437.0499999999999,0.0,0.0,22.0,0.3333333333333333,5
12673,5.0,3.0,1230.02,0.3333333333333333,0.0,68.0,0.0,1
12674,39.0,4.0,1970.6,0.0,0.0,52.0,0.4285714285714285,5
12675,554.0,2.0,958.5,0.0,0.0,111.0,0.5,5
12676,25.0,11.0,2843.09,0.0909090909090909,0.0,67.0,0.0833333333333333,1
12677,555.0,2.0,395.1,0.0,0.0,13.0,0.3333333333333333,5
12678,42.0,21.0,34281.18,0.0476190476190476,0.0,199.0,0.0869565217391304,3
12679,59.0,4.0,1113.02,0.0,0.0,43.0,0.5555555555555556,5
12680,1.0,4.0,880.81,0.25,0.0,33.0,0.0,1
12681,15.0,45.0,30868.28,0.1111111111111111,0.0,459.0,0.1964285714285714,3
12682,4.0,52.0,24033.91,0.0384615384615384,0.0,327.0,0.0188679245283018,3
12683,4.0,21.0,12696.78,0.0952380952380952,0.0,236.0,0.2222222222222222,3
12684,8.0,7.0,2283.63,0.0,0.0,61.0,0.0,1
12685,28.0,6.0,2863.08,0.1666666666666666,0.0,117.0,0.0,1
12686,372.0,1.0,178.28,0.0,0.0,7.0,0.0,1
12687,481.0,2.0,2138.91,0.0,0.0,126.0,0.0,1
12688,114.0,1.0,4873.8099999999995,0.0,0.0,171.0,0.0,1
12689,26.0,2.0,1247.61,0.0,0.0,57.0,0.0,1
12690,206.0,1.0,389.01,0.0,0.0,16.0,0.0,1
12691,28.0,7.0,1170.4,0.1428571428571428,0.0,24.0,0.0,1
12692,637.0,1.0,110.95,0.0,0.0,13.0,0.0,1
12693,127.0,7.0,1703.02,0.1428571428571428,0.0,63.0,0.3636363636363636,5
12694,70.0,3.0,1843.35,0.0,0.0,69.0,0.25,5
12695,7.0,7.0,1407.12,0.0,0.0,46.0,0.0,1
12696,435.0,2.0,851.91,0.0,0.0,43.0,0.3333333333333333,5
12697,29.0,3.0,957.59,0.3333333333333333,0.0,37.0,0.4,5
12698,590.0,1.0,339.75,0.0,0.0,16.0,0.0,1
12699,418.0,1.0,638.11,0.0,0.0,41.0,0.0,1
12700,8.0,4.0,4939.99,0.25,0.0,193.0,0.3333333333333333,3
12701,80.0,6.0,2446.41,0.0,0.0,118.0,0.0,1
12702,20.0,1.0,219.0,1.0,0.0,12.0,0.0,4
12703,71.0,4.0,1006.53,0.25,0.0,56.0,0.4285714285714285,5
12704,7.0,8.0,2340.84,0.0,0.0,64.0,0.2,5
12705,15.0,14.0,11762.1,0.2142857142857142,0.0,320.0,0.3636363636363636,3
12707,292.0,1.0,603.42,0.0,0.0,33.0,0.0,1
12708,30.0,18.0,5314.099999999999,0.1111111111111111,0.0,130.0,0.4,5
12709,15.0,34.0,31093.34,0.0588235294117647,0.0,189.0,0.3818181818181818,3
12710,97.0,3.0,1149.02,0.6666666666666666,0.0,75.0,0.25,4
12711,612.0,2.0,1339.05,0.0,0.0,56.0,0.0,1
12712,29.0,21.0,7193.66,0.0,0.0,126.0,0.25,3
12713,1.0,1.0,848.55,0.0,0.0,38.0,0.0,1
12714,9.0,12.0,14093.71,0.0,0.0,436.0,0.0,3
12715,106.0,1.0,353.86,0.0,0.0,20.0,0.0,1
12716,4.0,2.0,1053.49,0.0,0.0,60.0,0.0,1
12717,151.0,3.0,1308.91,0.0,0.0,60.0,0.25,5
12718,71.0,1.0,238.25,0.0,0.0,19.0,0.0,1
12719,5.0,2.0,644.95,0.5,0.0,34.0,0.3333333333333333,5
12720,3.0,30.0,8260.67,0.1,0.0,262.0,0.2682926829268293,3
12721,32.0,8.0,4013.08,0.0,0.0,183.0,0.2,3
12722,85.0,4.0,997.63,0.25,0.0,50.0,0.3333333333333333,5
12723,4.0,5.0,725.0699999999999,0.0,0.0,53.0,0.0,1
12724,5.0,7.0,2317.52,0.4285714285714285,0.0,94.0,0.0,4
12725,371.0,4.0,2694.56,0.0,0.0,92.0,0.0,1
12726,28.0,11.0,4014.6,0.0909090909090909,0.0,63.0,0.0,1
12727,11.0,10.0,5679.53,0.2,0.0,132.0,0.1666666666666666,3
12728,71.0,5.0,1070.17,0.4,0.0,48.0,0.0,1
12729,114.0,1.0,453.01,0.0,0.0,26.0,0.0,1
12730,522.0,1.0,829.25,0.0,0.0,47.0,0.0,1
