CustomerID,LastInvoiceDate,Recency,Frequency,Monetary,Weekend_Ratio,Night_Shopper,Basket_Diversity,Return_Rate,ClusterID,ClusterName
12410,2011-02-04 10:39:00,309.0,3.0,1013.71,0.3333333333333333,0.0,36.0,0.25,5,High Returns
12411,2010-10-26 09:25:00,410.0,1.0,346.9,0.0,0.0,22.0,0.0,1,High Recency • High Frequency
12412,2011-09-26 10:16:00,75.0,6.0,2596.93,0.0,0.0,82.0,0.25,5,High Returns
12413,2011-10-04 09:00:00,67.0,4.0,999.45,0.25,0.0,41.0,0.3333333333333333,5,High Returns
12414,2011-05-06 14:51:00,217.0,6.0,952.41,0.0,0.0,21.0,0.25,5,High Returns
12415,2011-11-15 14:22:00,24.0,28.0,144458.37,0.0,0.0,498.0,0.1515151515151515,3,Diverse Basket • Frequent
12416,2010-02-21 10:19:00,657.0,1.0,202.56,1.0,0.0,11.0,0.0,4,Weekend Shoppers
12417,2011-12-06 14:52:00,3.0,20.0,6816.91,0.1,0.0,270.0,0.2592592592592592,3,Diverse Basket • Frequent
12418,2011-08-19 11:08:00,113.0,4.0,2021.2,0.0,0.0,90.0,0.2,5,High Returns
12419,2010-11-19 10:04:00,386.0,2.0,503.01,0.0,0.0,23.0,0.0,1,High Recency • High Frequency
12420,2011-10-07 08:55:00,64.0,1.0,600.39,0.0,0.0,29.0,0.0,1,High Recency • High Frequency
12421,2011-11-24 09:07:00,16.0,6.0,1098.6,0.1666666666666666,0.0,44.0,0.25,5,High Returns
12422,2011-09-05 09:48:00,96.0,17.0,5231.8,0.1176470588235294,0.0,137.0,0.1904761904761904,3,Diverse Basket • Frequent
12423,2011-12-09 10:10:00,1.0,10.0,2622.39,0.0,0.0,128.0,0.0909090909090909,3,Diverse Basket • Frequent
12424,2011-06-30 12:06:00,163.0,4.0,3340.03,0.0,0.0,78.0,0.4285714285714285,5,High Returns
12425,2011-09-22 17:31:00,78.0,2.0,1741.41,0.0,0.0,87.0,0.3333333333333333,5,High Returns
12426,2011-05-29 12:26:00,195.0,2.0,1345.21,0.5,0.0,73.0,0.3333333333333333,5,High Returns
12427,2011-11-18 08:56:00,22.0,3.0,1129.3,0.0,0.0,26.0,0.4,5,High Returns
12428,2011-11-14 08:22:00,26.0,9.0,7956.46,0.1111111111111111,0.0,258.0,0.25,3,Diverse Basket • Frequent
12429,2011-11-30 17:22:00,9.0,8.0,7485.91,0.0,0.0,124.0,0.1111111111111111,3,Diverse Basket • Frequent
12430,2011-10-27 15:09:00,43.0,1.0,256.4,0.0,0.0,11.0,0.0,1,High Recency • High Frequency
12431,2011-11-04 11:55:00,36.0,27.0,10857.97,0.074074074074074,0.0,244.0,0.1818181818181818,3,Diverse Basket • Frequent
12432,2011-10-28 11:43:00,43.0,5.0,5059.32,0.0,0.0,107.0,0.0,1,High Recency • High Frequency
12433,2011-12-09 10:02:00,1.0,10.0,20581.26,0.0,0.0,285.0,0.0909090909090909,3,Diverse Basket • Frequent
12434,2011-09-16 12:38:00,85.0,3.0,1103.43,0.0,0.0,62.0,0.4,5,High Returns
12435,2011-09-21 09:06:00,80.0,6.0,13925.93,0.0,0.0,88.0,0.0,1,High Recency • High Frequency
12436,2011-09-01 12:09:00,100.0,1.0,509.01,0.0,0.0,16.0,0.0,1,High Recency • High Frequency
12437,2011-12-08 11:35:00,2.0,39.0,12683.4,0.0512820512820512,0.0,273.0,0.1702127659574468,3,Diverse Basket • Frequent
12438,2011-11-25 13:28:00,14.0,2.0,2906.85,0.0,0.0,84.0,0.0,1,High Recency • High Frequency
12439,2010-01-26 12:11:00,683.0,2.0,1158.18,0.0,0.0,69.0,0.3333333333333333,5,High Returns
12440,2010-09-03 13:11:00,462.0,2.0,859.2,0.0,0.0,21.0,0.3333333333333333,5,High Returns
12441,2010-12-08 10:45:00,367.0,1.0,347.1,0.0,0.0,11.0,0.0,1,High Recency • High Frequency
12442,2011-12-06 14:22:00,3.0,1.0,172.06,0.0,0.0,12.0,0.0,1,High Recency • High Frequency
12443,2009-12-07 15:42:00,732.0,1.0,485.31,0.0,0.0,21.0,0.0,1,High Recency • High Frequency
12444,2011-11-18 13:23:00,21.0,5.0,5005.46,0.0,0.0,138.0,0.0,1,High Recency • High Frequency
12445,2011-11-17 18:43:00,22.0,2.0,434.98,0.0,0.0,24.0,0.3333333333333333,5,High Returns
12446,2011-10-13 12:50:00,58.0,1.0,1002.31,0.0,0.0,57.0,0.0,1,High Recency • High Frequency
12447,2011-04-10 13:25:00,243.0,1.0,476.49,1.0,0.0,26.0,0.0,4,Weekend Shoppers
12448,2011-10-26 13:46:00,44.0,1.0,449.45,0.0,0.0,22.0,0.0,1,High Recency • High Frequency
12449,2011-11-17 13:46:00,22.0,6.0,4835.89,0.1666666666666666,0.0,125.0,0.0,1,High Recency • High Frequency
12450,2011-07-06 14:41:00,156.0,5.0,688.2,0.4,0.0,31.0,0.2857142857142857,5,High Returns
12451,2011-11-29 08:40:00,11.0,8.0,12669.88,0.0,0.0,352.0,0.2,3,Diverse Basket • Frequent
12452,2011-11-23 10:28:00,17.0,2.0,430.57,0.0,0.0,21.0,0.3333333333333333,5,High Returns
12453,2011-07-28 14:08:00,134.0,1.0,707.09,0.0,0.0,43.0,0.0,1,High Recency • High Frequency
12454,2011-10-14 17:13:00,56.0,5.0,16679.78,0.0,0.0,24.0,0.4444444444444444,5,High Returns
12455,2011-09-27 15:31:00,73.0,10.0,5879.95,0.0,0.0,199.0,0.0,3,Diverse Basket • Frequent
12456,2011-10-26 14:41:00,44.0,3.0,3181.04,0.3333333333333333,0.0,105.0,0.25,5,High Returns
12457,2011-10-04 13:13:00,66.0,8.0,2995.91,0.0,0.0,63.0,0.4285714285714285,5,High Returns
12458,2011-09-29 15:25:00,71.0,4.0,1777.49,0.0,0.0,71.0,0.0,1,High Recency • High Frequency
12459,2010-04-13 14:53:00,605.0,1.0,454.36,0.0,0.0,23.0,0.0,1,High Recency • High Frequency
12460,2010-09-09 13:51:00,456.0,1.0,326.65,0.0,0.0,18.0,0.0,1,High Recency • High Frequency
12461,2011-09-06 16:57:00,94.0,2.0,826.88,0.0,0.0,35.0,0.0,1,High Recency • High Frequency
12462,2011-11-21 09:11:00,19.0,2.0,1189.59,0.0,0.0,51.0,0.5,5,High Returns
12463,2011-10-17 13:44:00,53.0,4.0,1344.78,0.0,0.0,65.0,0.4285714285714285,5,High Returns
12464,2011-11-29 13:33:00,10.0,8.0,1212.05,0.0,0.0,6.0,0.0,1,High Recency • High Frequency
12465,2011-11-22 16:34:00,17.0,2.0,742.19,0.0,0.0,46.0,0.3333333333333333,5,High Returns
12466,2010-01-26 16:26:00,682.0,1.0,56.73,0.0,0.0,1.0,0.0,1,High Recency • High Frequency
12467,2010-10-12 15:41:00,423.0,1.0,132.8,0.0,0.0,9.0,0.5,5,High Returns
12468,2011-06-05 11:36:00,188.0,5.0,3670.74,0.2,0.0,127.0,0.5,5,High Returns
12469,2010-07-05 12:40:00,523.0,2.0,3070.54,0.0,0.0,76.0,0.0,1,High Recency • High Frequency
12470,2010-01-19 11:01:00,690.0,1.0,211.95,0.0,0.0,23.0,0.0,1,High Recency • High Frequency
12471,2011-12-07 15:43:00,2.0,79.0,39963.79,0.0379746835443038,0.0,255.0,0.3875968992248062,3,Diverse Basket • Frequent
12472,2011-11-07 14:01:00,32.0,19.0,17880.59,0.1052631578947368,0.0,397.0,0.4864864864864865,3,Diverse Basket • Frequent
12473,2011-11-10 13:46:00,29.0,5.0,3938.55,0.0,0.0,140.0,0.4444444444444444,5,High Returns
12474,2011-11-22 14:39:00,17.0,31.0,12424.45,0.0967741935483871,0.0,369.0,0.4259259259259259,3,Diverse Basket • Frequent
12475,2011-10-17 10:10:00,54.0,2.0,1149.64,0.0,0.0,54.0,0.0,1,High Recency • High Frequency
12476,2011-11-24 12:40:00,16.0,23.0,14115.41,0.0434782608695652,0.0,358.0,0.3947368421052631,3,Diverse Basket • Frequent
12477,2011-11-17 09:51:00,23.0,9.0,20276.37,0.0,0.0,295.0,0.25,3,Diverse Basket • Frequent
12478,2011-12-06 09:56:00,4.0,1.0,680.99,0.0,0.0,36.0,0.0,1,High Recency • High Frequency
12479,2011-11-28 13:26:00,11.0,1.0,527.2,0.0,0.0,31.0,0.6666666666666666,5,High Returns
12480,2011-11-11 14:52:00,28.0,7.0,5464.85,0.0,0.0,177.0,0.125,3,Diverse Basket • Frequent
12481,2011-11-17 08:29:00,23.0,15.0,12361.39,0.1333333333333333,0.0,248.0,0.1666666666666666,3,Diverse Basket • Frequent
12482,2010-05-12 16:51:00,576.0,29.0,23691.4,0.1724137931034483,0.0,42.0,0.09375,1,High Recency • High Frequency
12483,2011-11-22 17:02:00,17.0,19.0,5120.58,0.1052631578947368,0.0,68.0,0.2962962962962963,5,High Returns
12484,2011-11-07 11:37:00,33.0,12.0,6370.150000000001,0.1666666666666666,0.0,329.0,0.25,3,Diverse Basket • Frequent
12485,2010-06-28 15:22:00,529.0,1.0,708.1,0.0,0.0,34.0,0.0,1,High Recency • High Frequency
12486,2010-10-04 12:14:00,432.0,1.0,1037.28,0.0,0.0,49.0,0.0,1,High Recency • High Frequency
12487,2009-12-09 11:36:00,731.0,1.0,285.29999999999995,0.0,0.0,2.0,0.5,5,High Returns
12488,2011-11-30 08:50:00,10.0,3.0,1298.66,0.3333333333333333,0.0,46.0,0.0,1,High Recency • High Frequency
12489,2011-01-07 13:13:00,336.0,1.0,334.93,0.0,0.0,15.0,0.0,1,High Recency • High Frequency
12490,2011-12-04 16:07:00,5.0,21.0,9823.64,0.1904761904761904,0.0,195.0,0.0454545454545454,3,Diverse Basket • Frequent
12491,2011-11-01 12:18:00,39.0,1.0,460.4,0.0,0.0,25.0,0.0,1,High Recency • High Frequency
12492,2011-10-07 15:15:00,63.0,3.0,715.21,0.0,0.0,38.0,0.0,1,High Recency • High Frequency
12493,2011-06-27 10:17:00,166.0,2.0,433.74,0.0,0.0,20.0,0.3333333333333333,5,High Returns
12494,2011-11-24 09:34:00,16.0,9.0,1872.87,0.2222222222222222,0.0,83.0,0.4705882352941176,5,High Returns
12495,2010-03-09 10:53:00,641.0,1.0,357.4,0.0,0.0,17.0,0.5,5,High Returns
12496,2010-03-29 14:06:00,620.0,2.0,54.09,0.0,0.0,10.0,0.0,1,High Recency • High Frequency
12497,2011-09-19 12:29:00,82.0,3.0,6248.5,0.0,0.0,41.0,0.25,5,High Returns
12498,2011-11-18 12:53:00,21.0,3.0,403.7,0.0,0.0,21.0,0.0,1,High Recency • High Frequency
12499,2010-05-28 15:12:00,560.0,1.0,393.72,0.0,0.0,27.0,0.0,1,High Recency • High Frequency
12500,2011-11-16 16:20:00,23.0,19.0,5955.21,0.0526315789473684,0.0,88.0,0.24,3,Diverse Basket • Frequent
12501,2011-01-07 12:28:00,337.0,1.0,2169.39,0.0,0.0,149.0,0.5,5,High Returns
12502,2011-09-05 11:52:00,96.0,5.0,3723.87,0.0,0.0,102.0,0.0,1,High Recency • High Frequency
12503,2010-05-04 13:59:00,584.0,1.0,1126.0,0.0,0.0,2.0,0.5,5,High Returns
12504,2011-11-21 16:02:00,18.0,4.0,779.05,0.0,0.0,11.0,0.3333333333333333,5,High Returns
12505,2010-10-27 09:18:00,409.0,1.0,955.2,0.0,0.0,42.0,0.6666666666666666,5,High Returns
12506,2011-04-21 08:54:00,233.0,1.0,73.5,0.0,0.0,23.0,0.0,1,High Recency • High Frequency
12507,2011-07-28 17:09:00,134.0,4.0,1844.06,0.0,0.0,46.0,0.2,1,High Recency • High Frequency
12508,2011-11-13 15:37:00,26.0,2.0,398.27,0.5,0.0,57.0,0.0,4,Weekend Shoppers
12509,2011-02-28 14:45:00,284.0,1.0,176.5,0.0,0.0,7.0,0.0,1,High Recency • High Frequency
12510,2011-07-20 10:15:00,143.0,9.0,5178.02,0.0,0.0,94.0,0.4375,5,High Returns
12511,2010-10-07 10:39:00,429.0,1.0,3084.02,0.0,0.0,190.0,0.5,5,High Returns
12512,2011-10-04 14:55:00,66.0,2.0,138.03,0.0,0.0,31.0,0.0,1,High Recency • High Frequency
12513,2011-08-19 10:51:00,113.0,1.0,612.29,0.0,0.0,35.0,0.5,5,High Returns
12514,2011-03-17 16:38:00,267.0,2.0,1597.76,0.0,0.0,76.0,0.0,1,High Recency • High Frequency
12515,2010-12-21 15:43:00,353.0,1.0,383.7,0.0,0.0,16.0,0.0,1,High Recency • High Frequency
12516,2011-09-23 09:13:00,78.0,4.0,2648.62,0.25,0.0,49.0,0.0,1,High Recency • High Frequency
12517,2011-11-11 14:04:00,28.0,5.0,2502.84,0.0,0.0,232.0,0.1666666666666666,3,Diverse Basket • Frequent
12518,2011-12-09 10:13:00,1.0,5.0,2056.89,0.2,0.0,84.0,0.0,1,High Recency • High Frequency
12519,2011-10-07 09:26:00,64.0,2.0,726.54,0.0,0.0,34.0,0.3333333333333333,5,High Returns
12520,2011-09-21 15:23:00,79.0,5.0,2634.26,0.0,0.0,121.0,0.1666666666666666,1,High Recency • High Frequency
12521,2011-07-20 10:51:00,143.0,1.0,599.68,0.0,0.0,38.0,0.0,1,High Recency • High Frequency
12522,2011-10-31 15:30:00,39.0,2.0,192.72,0.0,0.0,11.0,0.0,1,High Recency • High Frequency
12523,2011-11-20 12:55:00,19.0,23.0,4372.15,0.1304347826086956,0.0,176.0,0.2333333333333333,3,Diverse Basket • Frequent
12524,2011-11-30 15:31:00,9.0,17.0,11126.11,0.0588235294117647,0.0,157.0,0.0555555555555555,3,Diverse Basket • Frequent
12525,2010-07-29 16:08:00,498.0,3.0,973.73,0.0,0.0,56.0,0.625,5,High Returns
12526,2011-12-09 12:09:00,1.0,3.0,1316.66,0.0,0.0,64.0,0.0,1,High Recency • High Frequency
12527,2011-09-19 11:55:00,82.0,5.0,735.51,0.0,0.0,26.0,0.0,1,High Recency • High Frequency
12528,2011-11-30 14:40:00,9.0,6.0,1933.48,0.0,0.0,50.0,0.25,5,High Returns
12529,2010-06-29 13:10:00,528.0,1.0,316.48,0.0,0.0,21.0,0.5,5,High Returns
12530,2011-10-11 12:34:00,60.0,9.0,3759.26,0.1111111111111111,0.0,94.0,0.25,5,High Returns
12531,2011-11-25 11:12:00,15.0,2.0,1933.2,0.0,0.0,126.0,0.3333333333333333,5,High Returns
12532,2011-11-09 13:47:00,30.0,1.0,349.83000000000004,0.0,0.0,16.0,0.0,1,High Recency • High Frequency
12533,2010-03-22 10:56:00,628.0,2.0,1367.89,0.0,0.0,63.0,0.6666666666666666,5,High Returns
12534,2011-08-01 10:26:00,131.0,1.0,1089.18,0.0,0.0,63.0,0.0,1,High Recency • High Frequency
12535,2011-09-09 08:48:00,92.0,2.0,716.3499999999999,0.0,0.0,28.0,0.0,1,High Recency • High Frequency
12536,2011-10-27 14:20:00,43.0,3.0,12601.830000000002,0.0,0.0,260.0,0.4,3,Diverse Basket • Frequent
12537,2010-10-27 08:36:00,409.0,1.0,732.94,0.0,0.0,43.0,0.0,1,High Recency • High Frequency
12538,2011-11-10 17:16:00,29.0,2.0,640.45,0.0,0.0,33.0,0.0,1,High Recency • High Frequency
12539,2011-11-17 13:30:00,22.0,7.0,11214.75,0.0,0.0,276.0,0.125,3,Diverse Basket • Frequent
12540,2011-11-20 11:31:00,20.0,33.0,22254.49,0.0606060606060606,0.0,354.0,0.0833333333333333,3,Diverse Basket • Frequent
12541,2011-11-10 10:40:00,30.0,3.0,981.18,0.3333333333333333,0.0,46.0,0.0,1,High Recency • High Frequency
12542,2010-08-12 19:12:00,484.0,2.0,481.88,0.0,0.0,39.0,0.5,5,High Returns
12543,2010-09-17 15:51:00,448.0,1.0,980.25,0.0,0.0,43.0,0.0,1,High Recency • High Frequency
12544,2011-11-03 16:15:00,36.0,1.0,372.7,0.0,0.0,19.0,0.5,5,High Returns
12545,2011-09-25 13:39:00,75.0,2.0,1000.39,0.5,0.0,42.0,0.0,4,Weekend Shoppers
12546,2011-10-24 12:09:00,47.0,2.0,1161.5,0.0,0.0,59.0,0.3333333333333333,5,High Returns
12547,2011-05-26 12:38:00,198.0,3.0,383.58,0.0,0.0,13.0,0.0,1,High Recency • High Frequency
12548,2011-06-26 15:35:00,166.0,1.0,95.2,1.0,0.0,5.0,0.0,4,Weekend Shoppers
12549,2010-05-13 12:05:00,576.0,6.0,1575.68,0.0,0.0,38.0,0.0,1,High Recency • High Frequency
12550,2011-09-21 14:35:00,79.0,1.0,964.83,0.0,0.0,57.0,0.0,1,High Recency • High Frequency
12551,2010-12-17 11:23:00,358.0,1.0,168.0,0.0,0.0,10.0,0.0,1,High Recency • High Frequency
12552,2011-11-01 10:02:00,39.0,2.0,437.82,0.0,0.0,20.0,0.0,1,High Recency • High Frequency
12553,2011-12-01 16:38:00,8.0,12.0,4608.75,0.0833333333333333,0.0,109.0,0.2941176470588235,5,High Returns
12554,2010-09-17 12:29:00,449.0,1.0,468.5,0.0,0.0,26.0,0.0,1,High Recency • High Frequency
12555,2010-01-26 16:26:00,682.0,1.0,129.23,0.0,0.0,1.0,0.0,1,High Recency • High Frequency
12556,2011-10-20 13:06:00,50.0,2.0,603.71,0.0,0.0,100.0,0.0,1,High Recency • High Frequency
12557,2011-11-23 16:59:00,16.0,8.0,18716.14,0.125,0.0,15.0,0.0,1,High Recency • High Frequency
12558,2011-12-02 10:41:00,8.0,1.0,269.96,0.0,0.0,11.0,0.5,5,High Returns
12559,2011-02-02 09:49:00,311.0,2.0,561.71,0.0,0.0,21.0,0.3333333333333333,5,High Returns
12560,2011-12-04 13:54:00,5.0,3.0,2134.01,0.3333333333333333,0.0,91.0,0.25,5,High Returns
12561,2011-02-10 11:39:00,303.0,1.0,238.85,0.0,0.0,16.0,0.0,1,High Recency • High Frequency
12562,2011-12-01 17:20:00,8.0,9.0,4966.92,0.0,0.0,113.0,0.0,1,High Recency • High Frequency
12563,2010-10-27 09:52:00,409.0,1.0,249.24,0.0,0.0,13.0,0.0,1,High Recency • High Frequency
12564,2011-03-23 14:55:00,261.0,1.0,456.9,0.0,0.0,21.0,0.0,1,High Recency • High Frequency
12565,2011-02-24 10:34:00,289.0,1.0,145.92,0.0,0.0,9.0,0.5,5,High Returns
12566,2011-09-14 14:30:00,86.0,1.0,351.65,0.0,0.0,19.0,0.5,5,High Returns
12567,2011-11-17 11:02:00,23.0,15.0,13709.86,0.2,0.0,365.0,0.1176470588235294,3,Diverse Basket • Frequent
12568,2010-03-05 09:15:00,645.0,1.0,70.0,0.0,0.0,5.0,0.0,1,High Recency • High Frequency
12569,2011-12-07 16:24:00,2.0,32.0,4124.6900000000005,0.0625,0.0,92.0,0.0857142857142857,3,Diverse Basket • Frequent
12570,2010-01-26 17:28:00,682.0,1.0,77.52,0.0,0.0,1.0,0.0,1,High Recency • High Frequency
12571,2011-10-31 10:19:00,40.0,2.0,519.61,0.0,0.0,31.0,0.0,1,High Recency • High Frequency
12572,2011-12-01 09:20:00,9.0,2.0,1020.42,0.0,0.0,53.0,0.3333333333333333,5,High Returns
12573,2011-04-26 15:52:00,227.0,5.0,717.4100000000001,0.2,0.0,107.0,0.0,1,High Recency • High Frequency
12574,2011-01-28 09:20:00,316.0,1.0,218.45,0.0,0.0,11.0,0.0,1,High Recency • High Frequency
12575,2010-09-08 13:09:00,457.0,2.0,622.8199999999999,0.0,0.0,34.0,0.0,1,High Recency • High Frequency
12576,2011-11-04 10:11:00,36.0,8.0,2142.72,0.0,0.0,114.0,0.2727272727272727,5,High Returns
12577,2011-11-04 13:24:00,35.0,8.0,1653.75,0.0,0.0,259.0,0.1111111111111111,3,Diverse Basket • Frequent
12578,2011-11-18 13:30:00,21.0,4.0,4642.45,0.0,0.0,149.0,0.4285714285714285,5,High Returns
12579,2011-09-22 17:15:00,78.0,1.0,440.42,0.0,0.0,29.0,0.6666666666666666,5,High Returns
12580,2011-04-07 10:24:00,247.0,2.0,1052.9,0.0,0.0,52.0,0.0,1,High Recency • High Frequency
12581,2011-10-31 08:56:00,40.0,1.0,197.71,0.0,0.0,15.0,0.0,1,High Recency • High Frequency
12582,2011-04-15 08:45:00,239.0,4.0,1980.4,0.0,0.0,88.0,0.0,1,High Recency • High Frequency
