CustomerID,LastInvoiceDate,Recency,Frequency,Monetary,Weekend_Ratio,Night_Shopper,Basket_Diversity,Return_Rate
12412,2011-09-26 10:16:00,75.0,6.0,2596.93,0.0,0.0,82.0,0.25
12413,2011-10-04 09:00:00,67.0,4.0,999.45,0.25,0.0,41.0,0.3333333333333333
12414,2011-05-06 14:51:00,217.0,6.0,952.41,0.0,0.0,21.0,0.25
12415,2011-11-15 14:22:00,24.0,28.0,144458.37,0.0,0.0,498.0,0.15151515151515152
12416,2010-02-21 10:19:00,657.0,1.0,202.56,1.0,0.0,11.0,0.0
12417,2011-12-06 14:52:00,3.0,20.0,6816.91,0.1,0.0,270.0,0.25925925925925924
12418,2011-08-19 11:08:00,113.0,4.0,2021.2,0.0,0.0,90.0,0.2
12419,2010-11-19 10:04:00,386.0,2.0,503.01,0.0,0.0,23.0,0.0
12420,2011-10-07 08:55:00,64.0,1.0,600.39,0.0,0.0,29.0,0.0
12421,2011-11-24 09:07:00,16.0,6.0,1098.6,0.16666666666666666,0.0,44.0,0.25
12422,2011-09-05 09:48:00,96.0,17.0,5231.8,0.11764705882352941,0.0,137.0,0.19047619047619047
12423,2011-12-09 10:10:00,1.0,10.0,2622.39,0.0,0.0,128.0,0.09090909090909091
12424,2011-06-30 12:06:00,163.0,4.0,3340.03,0.0,0.0,78.0,0.42857142857142855
12425,2011-09-22 17:31:00,78.0,2.0,1741.41,0.0,0.0,87.0,0.3333333333333333
12426,2011-05-29 12:26:00,195.0,2.0,1345.21,0.5,0.0,73.0,0.3333333333333333
12427,2011-11-18 08:56:00,22.0,3.0,1129.3,0.0,0.0,26.0,0.4
12428,2011-11-14 08:22:00,26.0,9.0,7956.46,0.1111111111111111,0.0,258.0,0.25
12429,2011-11-30 17:22:00,9.0,8.0,7485.91,0.0,0.0,124.0,0.1111111111111111
12430,2011-10-27 15:09:00,43.0,1.0,256.4,0.0,0.0,11.0,0.0
12431,2011-11-04 11:55:00,36.0,27.0,10857.97,0.07407407407407407,0.0,244.0,0.18181818181818182
12432,2011-10-28 11:43:00,43.0,5.0,5059.32,0.0,0.0,107.0,0.0
12433,2011-12-09 10:02:00,1.0,10.0,20581.26,0.0,0.0,285.0,0.09090909090909091
12434,2011-09-16 12:38:00,85.0,3.0,1103.43,0.0,0.0,62.0,0.4
12435,2011-09-21 09:06:00,80.0,6.0,13925.93,0.0,0.0,88.0,0.0
12436,2011-09-01 12:09:00,100.0,1.0,509.01,0.0,0.0,16.0,0.0
12437,2011-12-08 11:35:00,2.0,39.0,12683.4,0.05128205128205128,0.0,273.0,0.1702127659574468
12438,2011-11-25 13:28:00,14.0,2.0,2906.85,0.0,0.0,84.0,0.0
12439,2010-01-26 12:11:00,683.0,2.0,1158.18,0.0,0.0,69.0,0.3333333333333333
12440,2010-09-03 13:11:00,462.0,2.0,859.2,0.0,0.0,21.0,0.3333333333333333
12441,2010-12-08 10:45:00,367.0,1.0,347.1,0.0,0.0,11.0,0.0
12442,2011-12-06 14:22:00,3.0,1.0,172.06,0.0,0.0,12.0,0.0
12443,2009-12-07 15:42:00,732.0,1.0,485.31,0.0,0.0,21.0,0.0
12444,2011-11-18 13:23:00,21.0,5.0,5005.46,0.0,0.0,138.0,0.0
12445,2011-11-17 18:43:00,22.0,2.0,434.98,0.0,0.0,24.0,0.3333333333333333
12446,2011-10-13 12:50:00,58.0,1.0,1002.3100000000001,0.0,0.0,57.0,0.0
12447,2011-04-10 13:25:00,243.0,1.0,476.49,1.0,0.0,26.0,0.0
12448,2011-10-26 13:46:00,44.0,1.0,449.45,0.0,0.0,22.0,0.0
12449,2011-11-17 13:46:00,22.0,6.0,4835.89,0.16666666666666666,0.0,125.0,0.0
12450,2011-07-06 14:41:00,156.0,5.0,688.2,0.4,0.0,31.0,0.2857142857142857
12451,2011-11-29 08:40:00,11.0,8.0,12669.88,0.0,0.0,352.0,0.2
12452,2011-11-23 10:28:00,17.0,2.0,430.57,0.0,0.0,21.0,0.3333333333333333
12453,2011-07-28 14:08:00,134.0,1.0,707.09,0.0,0.0,43.0,0.0
12454,2011-10-14 17:13:00,56.0,5.0,16679.78,0.0,0.0,24.0,0.4444444444444444
12455,2011-09-27 15:31:00,73.0,10.0,5879.95,0.0,0.0,199.0,0.0
12456,2011-10-26 14:41:00,44.0,3.0,3181.04,0.3333333333333333,0.0,105.0,0.25
12457,2011-10-04 13:13:00,66.0,8.0,2995.91,0.0,0.0,63.0,0.42857142857142855
12458,2011-09-29 15:25:00,71.0,4.0,1777.49,0.0,0.0,71.0,0.0
12459,2010-04-13 14:53:00,605.0,1.0,454.36,0.0,0.0,23.0,0.0
12460,2010-09-09 13:51:00,456.0,1.0,326.65,0.0,0.0,18.0,0.0
12461,2011-09-06 16:57:00,94.0,2.0,826.88,0.0,0.0,35.0,0.0
12462,2011-11-21 09:11:00,19.0,2.0,1189.5900000000001,0.0,0.0,51.0,0.5
12463,2011-10-17 13:44:00,53.0,4.0,1344.78,0.0,0.0,65.0,0.42857142857142855
12464,2011-11-29 13:33:00,10.0,8.0,1212.05,0.0,0.0,6.0,0.0
12465,2011-11-22 16:34:00,17.0,2.0,742.19,0.0,0.0,46.0,0.3333333333333333
12466,2010-01-26 16:26:00,682.0,1.0,56.73,0.0,0.0,1.0,0.0
12467,2010-10-12 15:41:00,423.0,1.0,132.8,0.0,0.0,9.0,0.5
12468,2011-06-05 11:36:00,188.0,5.0,3670.74,0.2,0.0,127.0,0.5
12469,2010-07-05 12:40:00,523.0,2.0,3070.54,0.0,0.0,76.0,0.0
12470,2010-01-19 11:01:00,690.0,1.0,211.95,0.0,0.0,23.0,0.0
12471,2011-12-07 15:43:00,2.0,79.0,39963.79,0.0379746835443038,0.0,255.0,0.3875968992248062
12472,2011-11-07 14:01:00,32.0,19.0,17880.59,0.10526315789473684,0.0,397.0,0.4864864864864865
12473,2011-11-10 13:46:00,29.0,5.0,3938.55,0.0,0.0,140.0,0.4444444444444444
12474,2011-11-22 14:39:00,17.0,31.0,12424.45,0.0967741935483871,0.0,369.0,0.42592592592592593
12475,2011-10-17 10:10:00,54.0,2.0,1149.6399999999999,0.0,0.0,54.0,0.0
12476,2011-11-24 12:40:00,16.0,23.0,14115.41,0.043478260869565216,0.0,358.0,0.39473684210526316
12477,2011-11-17 09:51:00,23.0,9.0,20276.37,0.0,0.0,295.0,0.25
12478,2011-12-06 09:56:00,4.0,1.0,680.99,0.0,0.0,36.0,0.0
12479,2011-11-28 13:26:00,11.0,1.0,527.2,0.0,0.0,31.0,0.6666666666666666
12480,2011-11-11 14:52:00,28.0,7.0,5464.85,0.0,0.0,177.0,0.125
12481,2011-11-17 08:29:00,23.0,15.0,12361.39,0.13333333333333333,0.0,248.0,0.16666666666666666
12482,2010-05-12 16:51:00,576.0,29.0,23691.4,0.1724137931034483,0.0,42.0,0.09375
12483,2011-11-22 17:02:00,17.0,19.0,5120.58,0.10526315789473684,0.0,68.0,0.2962962962962963
12484,2011-11-07 11:37:00,33.0,12.0,6370.150000000001,0.16666666666666666,0.0,329.0,0.25
12485,2010-06-28 15:22:00,529.0,1.0,708.1,0.0,0.0,34.0,0.0
12486,2010-10-04 12:14:00,432.0,1.0,1037.28,0.0,0.0,49.0,0.0
12487,2009-12-09 11:36:00,731.0,1.0,285.29999999999995,0.0,0.0,2.0,0.5
12488,2011-11-30 08:50:00,10.0,3.0,1298.66,0.3333333333333333,0.0,46.0,0.0
12489,2011-01-07 13:13:00,336.0,1.0,334.93,0.0,0.0,15.0,0.0
12490,2011-12-04 16:07:00,5.0,21.0,9823.64,0.19047619047619047,0.0,195.0,0.045454545454545456
12491,2011-11-01 12:18:00,39.0,1.0,460.40000000000003,0.0,0.0,25.0,0.0
12492,2011-10-07 15:15:00,63.0,3.0,715.21,0.0,0.0,38.0,0.0
12493,2011-06-27 10:17:00,166.0,2.0,433.74,0.0,0.0,20.0,0.3333333333333333
12494,2011-11-24 09:34:00,16.0,9.0,1872.8700000000001,0.2222222222222222,0.0,83.0,0.47058823529411764
12495,2010-03-09 10:53:00,641.0,1.0,357.4,0.0,0.0,17.0,0.5
12496,2010-03-29 14:06:00,620.0,2.0,54.09,0.0,0.0,10.0,0.0
12497,2011-09-19 12:29:00,82.0,3.0,6248.5,0.0,0.0,41.0,0.25
12498,2011-11-18 12:53:00,21.0,3.0,403.7,0.0,0.0,21.0,0.0
12499,2010-05-28 15:12:00,560.0,1.0,393.72,0.0,0.0,27.0,0.0
12500,2011-11-16 16:20:00,23.0,19.0,5955.21,0.05263157894736842,0.0,88.0,0.24
12501,2011-01-07 12:28:00,337.0,1.0,2169.39,0.0,0.0,149.0,0.5
12502,2011-09-05 11:52:00,96.0,5.0,3723.87,0.0,0.0,102.0,0.0
12503,2010-05-04 13:59:00,584.0,1.0,1126.0,0.0,0.0,2.0,0.5
12504,2011-11-21 16:02:00,18.0,4.0,779.05,0.0,0.0,11.0,0.3333333333333333
12505,2010-10-27 09:18:00,409.0,1.0,955.2,0.0,0.0,42.0,0.6666666666666666
12506,2011-04-21 08:54:00,233.0,1.0,73.5,0.0,0.0,23.0,0.0
12507,2011-07-28 17:09:00,134.0,4.0,1844.06,0.0,0.0,46.0,0.2
12508,2011-11-13 15:37:00,26.0,2.0,398.27,0.5,0.0,57.0,0.0
12509,2011-02-28 14:45:00,284.0,1.0,176.5,0.0,0.0,7.0,0.0
12510,2011-07-20 10:15:00,143.0,9.0,5178.02,0.0,0.0,94.0,0.4375
12511,2010-10-07 10:39:00,429.0,1.0,3084.02,0.0,0.0,190.0,0.5
12512,2011-10-04 14:55:00,66.0,2.0,138.03,0.0,0.0,31.0,0.0
12513,2011-08-19 10:51:00,113.0,1.0,612.29,0.0,0.0,35.0,0.5
12514,2011-03-17 16:38:00,267.0,2.0,1597.76,0.0,0.0,76.0,0.0
12515,2010-12-21 15:43:00,353.0,1.0,383.7,0.0,0.0,16.0,0.0
12516,2011-09-23 09:13:00,78.0,4.0,2648.62,0.25,0.0,49.0,0.0
12517,2011-11-11 14:04:00,28.0,5.0,2502.84,0.0,0.0,232.0,0.16666666666666666
12518,2011-12-09 10:13:00,1.0,5.0,2056.89,0.2,0.0,84.0,0.0
12519,2011-10-07 09:26:00,64.0,2.0,726.54,0.0,0.0,34.0,0.3333333333333333
12520,2011-09-21 15:23:00,79.0,5.0,2634.26,0.0,0.0,121.0,0.16666666666666666
12521,2011-07-20 10:51:00,143.0,1.0,599.68,0.0,0.0,38.0,0.0
12522,2011-10-31 15:30:00,39.0,2.0,192.72,0.0,0.0,11.0,0.0
12523,2011-11-20 12:55:00,19.0,23.0,4372.15,0.13043478260869565,0.0,176.0,0.23333333333333334
12524,2011-11-30 15:31:00,9.0,17.0,11126.11,0.058823529411764705,0.0,157.0,0.05555555555555555
12525,2010-07-29 16:08:00,498.0,3.0,973.73,0.0,0.0,56.0,0.625
12526,2011-12-09 12:09:00,1.0,3.0,1316.6599999999999,0.0,0.0,64.0,0.0
12527,2011-09-19 11:55:00,82.0,5.0,735.51,0.0,0.0,26.0,0.0
12528,2011-11-30 14:40:00,9.0,6.0,1933.48,0.0,0.0,50.0,0.25
12529,2010-06-29 13:10:00,528.0,1.0,316.48,0.0,0.0,21.0,0.5
12530,2011-10-11 12:34:00,60.0,9.0,3759.26,0.1111111111111111,0.0,94.0,0.25
12531,2011-11-25 11:12:00,15.0,2.0,1933.2,0.0,0.0,126.0,0.3333333333333333
12532,2011-11-09 13:47:00,30.0,1.0,349.83000000000004,0.0,0.0,16.0,0.0
12533,2010-03-22 10:56:00,628.0,2.0,1367.8899999999999,0.0,0.0,63.0,0.6666666666666666
12534,2011-08-01 10:26:00,131.0,1.0,1089.18,0.0,0.0,63.0,0.0
12535,2011-09-09 08:48:00,92.0,2.0,716.3499999999999,0.0,0.0,28.0,0.0
12536,2011-10-27 14:20:00,43.0,3.0,12601.830000000002,0.0,0.0,260.0,0.4
12537,2010-10-27 08:36:00,409.0,1.0,732.94,0.0,0.0,43.0,0.0
12538,2011-11-10 17:16:00,29.0,2.0,640.45,0.0,0.0,33.0,0.0
12539,2011-11-17 13:30:00,22.0,7.0,11214.75,0.0,0.0,276.0,0.125
12540,2011-11-20 11:31:00,20.0,33.0,22254.489999999998,0.06060606060606061,0.0,354.0,0.08333333333333333
12541,2011-11-10 10:40:00,30.0,3.0,981.18,0.3333333333333333,0.0,46.0,0.0
12542,2010-08-12 19:12:00,484.0,2.0,481.88,0.0,0.0,39.0,0.5
12543,2010-09-17 15:51:00,448.0,1.0,980.25,0.0,0.0,43.0,0.0
12544,2011-11-03 16:15:00,36.0,1.0,372.7,0.0,0.0,19.0,0.5
12545,2011-09-25 13:39:00,75.0,2.0,1000.39,0.5,0.0,42.0,0.0
12546,2011-10-24 12:09:00,47.0,2.0,1161.5,0.0,0.0,59.0,0.3333333333333333
12547,2011-05-26 12:38:00,198.0,3.0,383.58,0.0,0.0,13.0,0.0
12548,2011-06-26 15:35:00,166.0,1.0,95.19999999999999,1.0,0.0,5.0,0.0
12549,2010-05-13 12:05:00,576.0,6.0,1575.68,0.0,0.0,38.0,0.0
12550,2011-09-21 14:35:00,79.0,1.0,964.83,0.0,0.0,57.0,0.0
12551,2010-12-17 11:23:00,358.0,1.0,168.0,0.0,0.0,10.0,0.0
12552,2011-11-01 10:02:00,39.0,2.0,437.82,0.0,0.0,20.0,0.0
12553,2011-12-01 16:38:00,8.0,12.0,4608.75,0.08333333333333333,0.0,109.0,0.29411764705882354
12554,2010-09-17 12:29:00,449.0,1.0,468.5,0.0,0.0,26.0,0.0
12555,2010-01-26 16:26:00,682.0,1.0,129.23,0.0,0.0,1.0,0.0
12556,2011-10-20 13:06:00,50.0,2.0,603.71,0.0,0.0,100.0,0.0
12557,2011-11-23 16:59:00,16.0,8.0,18716.14,0.125,0.0,15.0,0.0
12558,2011-12-02 10:41:00,8.0,1.0,269.96,0.0,0.0,11.0,0.5
12559,2011-02-02 09:49:00,311.0,2.0,561.71,0.0,0.0,21.0,0.3333333333333333
12560,2011-12-04 13:54:00,5.0,3.0,2134.01,0.3333333333333333,0.0,91.0,0.25
12561,2011-02-10 11:39:00,303.0,1.0,238.85,0.0,0.0,16.0,0.0
12562,2011-12-01 17:20:00,8.0,9.0,4966.92,0.0,0.0,113.0,0.0
12563,2010-10-27 09:52:00,409.0,1.0,249.24,0.0,0.0,13.0,0.0
12564,2011-03-23 14:55:00,261.0,1.0,456.9,0.0,0.0,21.0,0.0
12565,2011-02-24 10:34:00,289.0,1.0,145.92,0.0,0.0,9.0,0.5
12566,2011-09-14 14:30:00,86.0,1.0,351.65,0.0,0.0,19.0,0.5
12567,2011-11-17 11:02:00,23.0,15.0,13709.86,0.2,0.0,365.0,0.11764705882352941
12568,2010-03-05 09:15:00,645.0,1.0,70.0,0.0,0.0,5.0,0.0
12569,2011-12-07 16:24:00,2.0,32.0,4124.6900000000005,0.0625,0.0,92.0,0.08571428571428572
12570,2010-01-26 17:28:00,682.0,1.0,77.52,0.0,0.0,1.0,0.0
12571,2011-10-31 10:19:00,40.0,2.0,519.61,0.0,0.0,31.0,0.0
12572,2011-12-01 09:20:00,9.0,2.0,1020.4200000000001,0.0,0.0,53.0,0.3333333333333333
12573,2011-04-26 15:52:00,227.0,5.0,717.4100000000001,0.2,0.0,107.0,0.0
12574,2011-01-28 09:20:00,316.0,1.0,218.45,0.0,0.0,11.0,0.0
12575,2010-09-08 13:09:00,457.0,2.0,622.8199999999999,0.0,0.0,34.0,0.0
12576,2011-11-04 10:11:00,36.0,8.0,2142.72,0.0,0.0,114.0,0.2727272727272727
12577,2011-11-04 13:24:00,35.0,8.0,1653.75,0.0,0.0,259.0,0.1111111111111111
12578,2011-11-18 13:30:00,21.0,4.0,4642.45,0.0,0.0,149.0,0.42857142857142855
12579,2011-09-22 17:15:00,78.0,1.0,440.42,0.0,0.0,29.0,0.6666666666666666
12580,2011-04-07 10:24:00,247.0,2.0,1052.9,0.0,0.0,52.0,0.0
12581,2011-10-31 08:56:00,40.0,1.0,197.71,0.0,0.0,15.0,0.0
12582,2011-04-15 08:45:00,239.0,4.0,1980.4,0.0,0.0,88.0,0.0
12583,2011-12-07 08:07:00,3.0,27.0,14447.439999999999,0.14814814814814814,0.0,141.0,0.12903225806451613
12584,2011-12-06 09:35:00,4.0,9.0,2338.15,0.1111111111111111,0.0,44.0,0.5
12585,2011-04-19 13:39:00,234.0,2.0,2040.1,0.0,0.0,77.0,0.5
12586,2011-11-22 16:24:00,17.0,4.0,2062.67,0.0,0.0,82.0,0.2
12587,2011-12-02 12:47:00,8.0,1.0,144.0,0.0,0.0,4.0,0.0
12588,2011-10-31 15:01:00,39.0,4.0,958.78,0.0,0.0,31.0,0.2
12589,2011-11-11 10:19:00,29.0,8.0,4695.66,0.0,0.0,121.0,0.2727272727272727
12590,2011-05-12 14:52:00,211.0,2.0,9864.26,0.0,0.0,68.0,0.6
12591,2011-01-26 14:35:00,317.0,3.0,1352.15,0.3333333333333333,0.0,63.0,0.0
12592,2011-09-08 15:04:00,92.0,5.0,2582.66,0.0,0.0,42.0,0.375
12593,2011-08-23 12:43:00,109.0,3.0,418.1,0.0,0.0,14.0,0.0
12594,2011-11-02 12:20:00,38.0,15.0,5090.110000000001,0.0,0.0,78.0,0.11764705882352941
12595,2010-07-23 09:10:00,505.0,1.0,299.02,0.0,0.0,19.0,0.0
12596,2011-10-19 13:02:00,51.0,2.0,618.27,0.0,0.0,25.0,0.0
12597,2011-11-20 13:33:00,19.0,4.0,3811.22,0.5,0.0,184.0,0.2
12598,2011-11-30 12:18:00,10.0,11.0,4534.09,0.09090909090909091,0.0,130.0,0.26666666666666666
12599,2011-11-10 13:34:00,29.0,13.0,2296.7200000000003,0.23076923076923078,0.0,47.0,0.0
12600,2011-11-11 10:29:00,29.0,21.0,5043.92,0.19047619047619047,0.0,53.0,0.19230769230769232
12601,2011-06-03 10:17:00,190.0,6.0,681.26,0.16666666666666666,0.0,24.0,0.14285714285714285
12602,2011-10-12 11:22:00,59.0,1.0,153.12,0.0,0.0,12.0,0.0
12603,2011-11-18 10:42:00,22.0,1.0,739.1999999999999,0.0,0.0,2.0,0.0
12604,2011-09-21 14:08:00,79.0,2.0,254.18,0.0,0.0,15.0,0.0
12605,2010-11-28 14:18:00,376.0,4.0,1232.95,0.25,0.0,63.0,0.2
12606,2010-01-26 16:23:00,682.0,1.0,21.0,0.0,0.0,1.0,0.0
12607,2011-10-10 16:06:00,60.0,1.0,1579.51,0.0,0.0,101.0,0.5
12608,2010-10-31 10:49:00,405.0,1.0,415.79,1.0,0.0,16.0,0.0
12609,2011-09-22 16:34:00,78.0,9.0,3435.86,0.1111111111111111,0.0,129.0,0.1
12610,2011-11-17 09:34:00,23.0,5.0,2099.54,0.0,0.0,85.0,0.2857142857142857
12611,2011-10-18 13:12:00,52.0,1.0,1193.32,0.0,0.0,65.0,0.0
12612,2011-09-26 15:35:00,74.0,1.0,704.0400000000001,0.0,0.0,19.0,0.5
12613,2011-10-13 14:59:00,57.0,10.0,6835.07,0.0,0.0,218.0,0.23076923076923078
12614,2011-03-07 10:22:00,278.0,1.0,315.6,0.0,0.0,20.0,0.0
12615,2011-12-07 15:02:00,2.0,8.0,5740.9800000000005,0.0,0.0,198.0,0.2727272727272727
12616,2011-09-05 15:17:00,95.0,3.0,1131.1,0.0,0.0,32.0,0.5714285714285714
12617,2011-11-10 14:39:00,29.0,1.0,355.53,0.0,0.0,39.0,0.0
12618,2011-11-18 11:10:00,22.0,1.0,177.31,0.0,0.0,11.0,0.0
12619,2011-11-23 14:52:00,16.0,10.0,3781.38,0.1,0.0,55.0,0.2857142857142857
12620,2011-11-25 10:20:00,15.0,3.0,1339.4099999999999,0.0,0.0,89.0,0.0
12621,2011-12-08 11:25:00,2.0,35.0,24775.809999999998,0.08571428571428572,0.0,344.0,0.20454545454545456
12622,2011-04-21 16:39:00,232.0,1.0,180.1,0.0,0.0,11.0,0.0
12623,2011-03-08 13:50:00,276.0,7.0,3747.84,0.14285714285714285,0.0,112.0,0.2222222222222222
12624,2011-08-25 15:04:00,106.0,2.0,641.13,0.0,0.0,36.0,0.0
12625,2011-05-12 09:54:00,212.0,4.0,5164.88,0.25,0.0,144.0,0.2
12626,2011-11-16 16:06:00,23.0,9.0,6620.48,0.0,0.0,232.0,0.3076923076923077
12627,2011-11-29 12:07:00,11.0,7.0,4478.53,0.14285714285714285,0.0,162.0,0.0
12628,2011-12-05 13:15:00,4.0,3.0,786.46,0.3333333333333333,0.0,34.0,0.25
12629,2010-11-19 09:18:00,386.0,2.0,1558.22,0.0,0.0,40.0,0.0
12630,2011-11-30 10:48:00,10.0,2.0,1270.88,0.0,0.0,60.0,0.0
12631,2011-10-13 13:53:00,57.0,6.0,3481.5699999999997,0.16666666666666666,0.0,131.0,0.14285714285714285
12632,2010-07-07 09:39:00,521.0,2.0,804.88,0.0,0.0,32.0,0.5
12633,2011-10-12 11:40:00,59.0,7.0,5678.16,0.0,0.0,220.0,0.3
12634,2010-06-22 10:05:00,536.0,2.0,490.0,0.0,0.0,20.0,0.0
12635,2011-09-11 11:04:00,90.0,4.0,2930.41,0.25,0.0,159.0,0.0
12636,2009-12-01 09:55:00,739.0,1.0,141.0,0.0,0.0,1.0,0.0
12637,2011-10-03 13:46:00,67.0,12.0,8340.31,0.0,0.0,295.0,0.14285714285714285
12638,2011-11-06 13:11:00,33.0,2.0,921.49,0.5,0.0,47.0,0.0
